;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL;ffill_retail;ffill_corp
1078;17240.0;C;1724;;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Vervaardiging van behangpapier;1724;1724
450;1729.0;C;172;4.0;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van andere artikelen van papier of karton;1729;1729
1079;17290.0;C;1729;;OTHER NON-DURABLE GOODS;EXPENSES - GOODS;Vervaardiging van andere artikelen van papier of karton;1729;1729
9;18.0;C;C;2.0;OTHER SERVICES;OTHER SERVICES;Drukkerijen, reproductie van opgenomen media;18;18
113;181.0;C;18;;OTHER SERVICES;OTHER SERVICES;Drukkerijen en diensten in verband met drukkerijen;18;18
451;1811.0;C;181;;OTHER SERVICES;OTHER SERVICES;Krantendrukkerijen;18;18
1080;18110.0;C;1811;;OTHER SERVICES;OTHER SERVICES;Krantendrukkerijen;18;18
452;1812.0;C;181;;OTHER SERVICES;OTHER SERVICES;Overige drukkerijen;18;18
1081;18120.0;C;1812;;OTHER SERVICES;OTHER SERVICES;Overige drukkerijen;18;18
453;1813.0;C;181;;OTHER SERVICES;OTHER SERVICES;Prepress- en premediadiensten;18;18
1082;18130.0;C;1813;;OTHER SERVICES;OTHER SERVICES;Prepress- en premediadiensten;18;18
454;1814.0;C;181;;OTHER SERVICES;OTHER SERVICES;Binderijen en aanverwante diensten;18;18
1083;18140.0;C;1814;;OTHER SERVICES;OTHER SERVICES;Binderijen en aanverwante diensten;18;18
114;182.0;C;18;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media;18;18
455;1820.0;C;182;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media;18;18
1084;18200.0;C;1820;;OTHER SERVICES;OTHER SERVICES;Reproductie van opgenomen media;18;18
10;19.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van cokes en van geraffineerde aardolieproducten;;19
115;191.0;C;19;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten;;19
456;1910.0;C;191;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten;;19
1085;19100.0;C;1910;;;EXPENSES - GOODS;Vervaardiging van cokesovenproducten;;19
116;192.0;C;19;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten;;19
457;1920.0;C;192;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten;;19
1086;19200.0;C;1920;;;EXPENSES - GOODS;Vervaardiging van geraffineerde aardolieproducten;;19
11;20.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van chemische producten;;20
117;201.0;C;20;;;EXPENSES - GOODS;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van kunststoffen en synthetische rubber in primaire vormen;;20
458;2011.0;C;201;;;EXPENSES - GOODS;Vervaardiging van industriële gassen;;20
1087;20110.0;C;2011;;;EXPENSES - GOODS;Vervaardiging van industriële gassen;;20
459;2012.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kleurstoffen en pigmenten;;20
1088;20120.0;C;2012;;;EXPENSES - GOODS;Vervaardiging van kleurstoffen en pigmenten;;20
460;2013.0;C;201;;;EXPENSES - GOODS;Vervaardiging van andere anorganische chemische basisproducten;;20
1089;20130.0;C;2013;;;EXPENSES - GOODS;Vervaardiging van andere anorganische chemische basisproducten;;20
461;2014.0;C;201;;;EXPENSES - GOODS;Vervaardiging van andere organische chemische basisproducten;;20
1090;20140.0;C;2014;;;EXPENSES - GOODS;Vervaardiging van andere organische chemische basisproducten;;20
462;2015.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kunstmeststoffen en stikstofverbindingen;;20
1091;20150.0;C;2015;;;EXPENSES - GOODS;Vervaardiging van kunstmeststoffen en stikstofverbindingen;;20
463;2016.0;C;201;;;EXPENSES - GOODS;Vervaardiging van kunststoffen in primaire vormen;;20
1092;20160.0;C;2016;;;EXPENSES - GOODS;Vervaardiging van kunststoffen in primaire vormen;;20
464;2017.0;C;201;;;EXPENSES - GOODS;Vervaardiging van synthetische rubber in primaire vormen;;20
1093;20170.0;C;2017;;;EXPENSES - GOODS;Vervaardiging van synthetische rubber in primaire vormen;;20
118;202.0;C;20;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw;;20
465;2020.0;C;202;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw;;20
1094;20200.0;C;2020;;;EXPENSES - GOODS;Vervaardiging van verdelgingsmiddelen en van andere chemische producten voor de landbouw;;20
119;203.0;C;20;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek;;20
466;2030.0;C;203;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek;;20
1095;20300.0;C;2030;;;EXPENSES - GOODS;Vervaardiging van verf, vernis e.d., drukinkt en mastiek;;20
120;204.0;C;20;;;EXPENSES - GOODS;Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen, parfums en toiletartikelen;;20
467;2041.0;C;204;;;EXPENSES - GOODS;Vervaardiging van zeep en wasmiddelen, poets- en reinigingsmiddelen;;20
1096;20411.0;C;2041;;;EXPENSES - GOODS;Vervaardiging van zeep en wasmiddelen;;20
1097;20412.0;C;2041;;;EXPENSES - GOODS;Vervaardiging van poets- en reinigingsmiddelen;;20
468;2042.0;C;204;;;EXPENSES - GOODS;Vervaardiging van parfums en toiletartikelen;;20
1098;20420.0;C;2042;;;EXPENSES - GOODS;Vervaardiging van parfums en toiletartikelen;;20
121;205.0;C;20;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten;;20
469;2051.0;C;205;;;EXPENSES - GOODS;Vervaardiging van kruit en springstoffen;;20
1099;20510.0;C;2051;;;EXPENSES - GOODS;Vervaardiging van kruit en springstoffen;;20
470;2052.0;C;205;;;EXPENSES - GOODS;Vervaardiging van lijm;;20
1100;20520.0;C;2052;;;EXPENSES - GOODS;Vervaardiging van lijm;;20
471;2053.0;C;205;;;EXPENSES - GOODS;Vervaardiging van etherische oliën;;20
1101;20530.0;C;2053;;;EXPENSES - GOODS;Vervaardiging van etherische oliën;;20
472;2059.0;C;205;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten, n.e.g.;;20
1102;20590.0;C;2059;;;EXPENSES - GOODS;Vervaardiging van andere chemische producten, n.e.g.;;20
122;206.0;C;20;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels;;20
473;2060.0;C;206;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels;;20
1103;20600.0;C;2060;;;EXPENSES - GOODS;Vervaardiging van synthetische en kunstmatige vezels;;20
12;21.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen en producten;;21
123;211.0;C;21;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen;;21
474;2110.0;C;211;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen;;21
1104;21100.0;C;2110;;;EXPENSES - GOODS;Vervaardiging van farmaceutische grondstoffen;;21
124;212.0;C;21;;;EXPENSES - GOODS;Vervaardiging van farmaceutische producten;;21
475;2120.0;C;212;;;EXPENSES - GOODS;Vervaardiging van farmaceutische producten;;21
1105;21201.0;C;2120;;;EXPENSES - GOODS;Vervaardiging van geneesmiddelen;;21
1106;21209.0;C;2120;;;EXPENSES - GOODS;Vervaardiging van overige farmaceutische producten;;21
13;22.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van producten van rubber of kunststof;;22
125;221.0;C;22;;;EXPENSES - GOODS;Vervaardiging van producten van rubber;;22
476;2211.0;C;221;;;EXPENSES - GOODS;Vervaardiging van binnen- en buitenbanden van rubber;;
1107;22110.0;C;2211;;;EXPENSES - GOODS;Vervaardiging van binnen- en buitenbanden van rubber;;
477;2219.0;C;221;;;EXPENSES - GOODS;Vervaardiging van andere producten van rubber;;22
1108;22190.0;C;2219;;;EXPENSES - GOODS;Vervaardiging van andere producten van rubber;;22
126;222.0;C;22;;;EXPENSES - GOODS;Vervaardiging van producten van kunststof;;22
478;2221.0;C;222;;;EXPENSES - GOODS;Vervaardiging van platen, vellen, buizen en profielen van kunststof;;22
1109;22210.0;C;2221;;;EXPENSES - GOODS;Vervaardiging van platen, vellen, buizen en profielen van kunststof;;22
479;2222.0;C;222;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmateriaal van kunststof;;22
1110;22220.0;C;2222;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmateriaal van kunststof;;22
480;2223.0;C;222;;;EXPENSES - GOODS;Vervaardiging van kunststofartikelen voor de bouw;;22
1111;22230.0;C;2223;;;EXPENSES - GOODS;Vervaardiging van kunststofartikelen voor de bouw;;22
481;2229.0;C;222;;;EXPENSES - GOODS;Vervaardiging van andere producten van kunststof;;22
1112;22290.0;C;2229;;;EXPENSES - GOODS;Vervaardiging van andere producten van kunststof;;22
14;23.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten;;23
127;231.0;C;23;;;EXPENSES - GOODS;Vervaardiging van glas en glaswerk;;23
482;2311.0;C;231;;;EXPENSES - GOODS;Vervaardiging van vlakglas;;23
1113;23110.0;C;2311;;;EXPENSES - GOODS;Vervaardiging van vlakglas;;23
483;2312.0;C;231;;;EXPENSES - GOODS;Vormen en bewerken van vlakglas;;23
1114;23120.0;C;2312;;;EXPENSES - GOODS;Vormen en bewerken van vlakglas;;23
484;2313.0;C;231;;;EXPENSES - GOODS;Vervaardiging van holglas;;23
1115;23130.0;C;2313;;;EXPENSES - GOODS;Vervaardiging van holglas;;23
485;2314.0;C;231;;;EXPENSES - GOODS;Vervaardiging van glasvezels;;23
1116;23140.0;C;2314;;;EXPENSES - GOODS;Vervaardiging van glasvezels;;23
486;2319.0;C;231;;;EXPENSES - GOODS;Vervaardiging en bewerking van ander glas (inclusief technisch glaswerk);;23
1117;23190.0;C;2319;;;EXPENSES - GOODS;Vervaardiging en bewerking van ander glas (inclusief technisch glaswerk);;23
128;232.0;C;23;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten;;23
487;2320.0;C;232;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten;;23
1118;23200.0;C;2320;;;EXPENSES - GOODS;Vervaardiging van vuurvaste producten;;23
129;233.0;C;23;;;EXPENSES - GOODS;Vervaardiging van producten voor de bouw, van klei;;23
488;2331.0;C;233;;;EXPENSES - GOODS;Vervaardiging van keramische tegels en plavuizen;;23
1119;23310.0;C;2331;;;EXPENSES - GOODS;Vervaardiging van keramische tegels en plavuizen;;23
489;2332.0;C;233;;;EXPENSES - GOODS;Vervaardiging van bakstenen, tegels en producten voor de bouw van gebakken klei;;23
1120;23321.0;C;2332;;;EXPENSES - GOODS;Vervaardiging van bakstenen;;23
1121;23322.0;C;2332;;;EXPENSES - GOODS;Vervaardiging van dakpannen, tegels en andere producten voor de bouw van gebakken klei;;23
130;234.0;C;23;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten;;23
490;2341.0;C;234;;;EXPENSES - GOODS;Vervaardiging van huishoudelijk en sieraardewerk;;23
1122;23410.0;C;2341;;;EXPENSES - GOODS;Vervaardiging van huishoudelijk en sieraardewerk;;23
491;2342.0;C;234;;;EXPENSES - GOODS;Vervaardiging van sanitair aardewerk;;23
1123;23420.0;C;2342;;;EXPENSES - GOODS;Vervaardiging van sanitair aardewerk;;23
492;2343.0;C;234;;;EXPENSES - GOODS;Vervaardiging van isolatoren en isolatiemateriaal, van keramische stoffen;;23
1124;23430.0;C;2343;;;EXPENSES - GOODS;Vervaardiging van isolatoren en isolatiemateriaal, van keramische stoffen;;23
493;2344.0;C;234;;;EXPENSES - GOODS;Vervaardiging van ander technisch aardewerk;;23
1125;23440.0;C;2344;;;EXPENSES - GOODS;Vervaardiging van ander technisch aardewerk;;23
494;2349.0;C;234;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten;;23
1126;23490.0;C;2349;;;EXPENSES - GOODS;Vervaardiging van andere keramische producten;;23
131;235.0;C;23;;;EXPENSES - GOODS;Vervaardiging van cement, kalk en gips;;23
495;2351.0;C;235;;;EXPENSES - GOODS;Vervaardiging van cement;;23
1127;23510.0;C;2351;;;EXPENSES - GOODS;Vervaardiging van cement;;23
496;2352.0;C;235;;;EXPENSES - GOODS;Vervaardiging van kalk en gips;;23
1128;23520.0;C;2352;;;EXPENSES - GOODS;Vervaardiging van kalk en gips;;23
132;236.0;C;23;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton, cement en gips;;23
497;2361.0;C;236;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton voor de bouw;;23
1129;23610.0;C;2361;;;EXPENSES - GOODS;Vervaardiging van artikelen van beton voor de bouw;;23
498;2362.0;C;236;;;EXPENSES - GOODS;Vervaardiging van artikelen van gips voor de bouw;;23
1130;23620.0;C;2362;;;EXPENSES - GOODS;Vervaardiging van artikelen van gips voor de bouw;;23
499;2363.0;C;236;;;EXPENSES - GOODS;Vervaardiging van stortklare beton;;23
1131;23630.0;C;2363;;;EXPENSES - GOODS;Vervaardiging van stortklare beton;;23
500;2364.0;C;236;;;EXPENSES - GOODS;Vervaardiging van mortel;;23
1132;23640.0;C;2364;;;EXPENSES - GOODS;Vervaardiging van mortel;;23
501;2365.0;C;236;;;EXPENSES - GOODS;Vervaardiging van producten van vezelcement;;23
1133;23650.0;C;2365;;;EXPENSES - GOODS;Vervaardiging van producten van vezelcement;;23
502;2369.0;C;236;;;EXPENSES - GOODS;Vervaardiging van andere artikelen van beton, gips en cement;;23
1134;23690.0;C;2369;;;EXPENSES - GOODS;Vervaardiging van andere artikelen van beton, gips en cement;;23
133;237.0;C;23;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen;;23
503;2370.0;C;237;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen;;23
1135;23700.0;C;2370;;;EXPENSES - GOODS;Houwen, bewerken en afwerken van natuursteen;;23
134;239.0;C;23;;;EXPENSES - GOODS;Vervaardiging van andere schuurmiddelen en niet-metaalhoudende minerale producten n.e.g.;;23
504;2391.0;C;239;;;EXPENSES - GOODS;Vervaardiging van schuur-, slijp- en polijstmiddelen;;23
1136;23910.0;C;2391;;;EXPENSES - GOODS;Vervaardiging van schuur-, slijp- en polijstmiddelen;;23
505;2399.0;C;239;;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten, n.e.g.;;23
1137;23990.0;C;2399;;;EXPENSES - GOODS;Vervaardiging van andere niet-metaalhoudende minerale producten, n.e.g.;;23
