;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL;ffill_retail;ffill_corp
1388;46424.0;G;4642;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kledingaccessoires;464;464
1389;46425.0;G;4642;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in schoeisel;464;464
683;4643.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in elektrische huishoudelijke apparaten;464;464
1390;46431.0;G;4643;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur;464;464
1391;46432.0;G;4643;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in opgenomen beeld- en geluidsdragers;464;464
1392;46433.0;G;4643;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in foto- en filmapparatuur en in andere optische artikelen;464;464
684;4644.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in porselein, glaswerk en reinigingsmiddelen;464;464
1393;46441.0;G;4644;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in porselein en glaswerk;464;464
1394;46442.0;G;4644;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in reinigingsmiddelen;464;464
685;4645.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in parfumerieën en cosmetica;464;464
1395;46450.0;G;4645;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in parfumerieën en cosmetica;464;464
686;4646.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in farmaceutische producten;464;464
1396;46460.0;G;4646;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in farmaceutische producten;464;464
687;4647.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in huismeubilair, tapijten en verlichtingsapparatuur;464;464
1397;46471.0;G;4647;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in huismeubilair;464;464
1398;46472.0;G;4647;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in tapijten;464;464
1399;46473.0;G;4647;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in verlichtingsapparatuur;464;464
688;4648.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in uurwerken en sieraden;464;464
1400;46480.0;G;4648;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in uurwerken en sieraden;464;464
689;4649.0;G;464;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere consumentenartikelen;464;464
1401;46491.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kranten, boeken en tijdschriften;464;464
1402;46492.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kantoor- en schoolbenodigdheden;464;464
1403;46493.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in papier- en kartonwaren;464;464
1404;46494.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in niet-elektrische huishoudelijke artikelen;464;464
1405;46495.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in fietsen;464;464
1406;46496.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in sport- en kampeerartikelen, met uitzondering van fietsen;464;464
1407;46497.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in spellen en speelgoed;464;464
1408;46498.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in lederwaren en reisartikelen;464;464
1409;46499.0;G;4649;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere consumentenartikelen, n.e.g.;464;464
209;465.0;G;46;3.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in informatie- en communicatieapparatuur;465;465
690;4651.0;G;465;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in computers, randapparatuur en software;465;465
1410;46510.0;G;4651;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in computers, randapparatuur en software;465;465
691;4652.0;G;465;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in elektronische en telecommunicatieapparatuur en delen daarvan;465;465
1411;46520.0;G;4652;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Groothandel in elektronische en telecommunicatieapparatuur en delen daarvan;465;465
210;466.0;G;46;3.0;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen en toebehoren;466;466
692;4661.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines, werktuigen en toebehoren voor de landbouw;466;466
1412;46610.0;G;4661;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines, werktuigen en toebehoren voor de landbouw;466;466
693;4662.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in gereedschapswerktuigen;466;466
1413;46620.0;G;4662;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in gereedschapswerktuigen;466;466
694;4663.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw;466;466
1414;46630.0;G;4663;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw;466;466
695;4664.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de textielindustrie en in naai- en breimachines;466;466
1415;46640.0;G;4664;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de textielindustrie en in naai- en breimachines;466;466
696;4665.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in kantoormeubelen;466;466
1416;46650.0;G;4665;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in kantoormeubelen;466;466
697;4666.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere kantoormachines en kantoorbenodigdheden;466;466
1417;46660.0;G;4666;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere kantoormachines en kantoorbenodigdheden, met uitzondering van computers en randapparatuur;466;466
698;4669.0;G;466;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen;466;466
1418;46691.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines voor de productie van voedings- en genotmiddelen;466;466
1419;46692.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in verpakkingsmachines en weegtoestellen;466;466
1420;46693.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in elektrisch materiaal, inclusief installatiemateriaal;466;466
1421;46694.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in hijs-, hef- en transportwerktuigen;466;466
1422;46695.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in pompen en compressoren;466;466
1423;46696.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in meet-, controle- en navigatieinstrumenten;466;466
1424;46697.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek voor industrieel gebruik;466;466
1425;46699.0;G;4669;;OTHER DURABLE GOODS;EXPENSES - GOODS;Groothandel in andere machines en werktuigen, n.e.g.;466;466
211;467.0;G;46;3.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Overige gespecialiseerde groothandel;467;467
699;4671.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten;467;467
1426;46710.0;G;4671;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten;467;467
700;4672.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in metalen en metaalertsen;467;467
1427;46720.0;G;4672;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in metalen en metaalertsen;467;467
701;4673.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in hout, bouwmaterialen en sanitair;467;467
1428;46731.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in bouwmaterialen, algemeen assortiment;467;467
1429;46732.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in hout;467;467
1430;46733.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in behang, verf en woningtextiel;467;467
1431;46734.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vlakglas;467;467
1432;46735.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in vloer- en wandtegels;467;467
1433;46736.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in sanitair;467;467
1434;46739.0;G;4673;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in overige bouwmaterialen;467;467
702;4674.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzerwaren en in installatiemateriaal voor loodgieterswerk en verwarming;467;467
1435;46741.0;G;4674;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzerwaren;467;467
1436;46742.0;G;4674;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in installatiemateriaal voor loodgieterswerk en verwarming;467;467
703;4675.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in chemische producten;467;467
1437;46751.0;G;4675;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in chemische producten voor industrieel gebruik;467;467
1438;46752.0;G;4675;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in kunstmeststoffen en andere agrochemische producten;467;467
704;4676.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere intermediaire producten;467;467
1439;46761.0;G;4676;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in diamant en andere edelstenen;467;467
1440;46769.0;G;4676;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in andere intermediaire producten, n.e.g.;467;467
705;4677.0;G;467;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in afval en schroot;467;467
1441;46771.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in autosloopmateriaal;467;467
1442;46772.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in ijzer- en staalschroot en in oude non-ferrometalen;467;467
1443;46779.0;G;4677;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Groothandel in afval en schroot, n.e.g.;467;467
212;469.0;G;46;3.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel;469;469
706;4690.0;G;469;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel;469;469
1444;46900.0;G;4690;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Niet-gespecialiseerde groothandel;469;469
707;4711.0;G;471;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen;4711;4711
1445;47111.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels in diepvriesproducten;4711;4711
1446;47112.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte van minder dan 100 m²);4711;4711
1447;47113.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 100 m² en minder dan 400 m²);4711;4711
1448;47114.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 400 m² en minder dan 2500 m²);4711;4711
1449;47115.0;G;4711;;GROCERIES;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte vanaf 2500 m²);4711;4711
708;4719.0;G;471;4.0;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Overige detailhandel in niet-gespecialiseerde winkels;4719;4719
1450;47191.0;G;4719;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte van minder dan 2500 m²);4719;4719
1451;47192.0;G;4719;;MIXED RETAIL - PERSONAL USE;EXPENSES - GOODS;Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte vanaf 2500 m²);4719;4719
213;472.0;G;47;3.0;GROCERIES;EXPENSES - GOODS;Detailhandel in voedings- en genotmiddelen in gespecialiseerde winkels;472;472
709;4721.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in groenten en fruit in gespecialiseerde winkels;4721;4721
1452;47210.0;G;4721;;GROCERIES;EXPENSES - GOODS;Detailhandel in groenten en fruit in gespecialiseerde winkels;4721;4721
710;4722.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels;4722;4722
1453;47221.0;G;4722;;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild en van gevogelte;4722;4722
1454;47222.0;G;4722;;GROCERIES;EXPENSES - GOODS;Detailhandel in vlees van wild en van gevogelte in gespecialiseerde winkels;4722;4722
711;4723.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in vis en schaal- en weekdieren in gespecialiseerde winkels;4723;4723
1455;47230.0;G;4723;;GROCERIES;EXPENSES - GOODS;Detailhandel in vis en schaal- en weekdieren in gespecialiseerde winkels;4723;4723
712;4724.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Detailhandel in brood, banketbakkerswerk en suikerwerk in gespecialiseerde winkels;4724;4724
1456;47241.0;G;4724;;GROCERIES;EXPENSES - GOODS;Detailhandel in brood en banketbakkerswerk in gespecialiseerde winkels (koude bakkers);4724;4724
1457;47242.0;G;4724;;GROCERIES;EXPENSES - GOODS;Detailhandel in chocolade en suikerwerk in gespecialiseerde winkels;4724;4724
713;4725.0;G;472;4.0;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in dranken in gespecialiseerde winkels;4725;4725
1458;47251.0;G;4725;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in wijnen en geestrijke dranken in gespecialiseerde winkels;4725;4725
1459;47252.0;G;4725;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in dranken in gespecialiseerde winkels, algemeen assortiment;4725;4725
714;4726.0;G;472;4.0;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in tabaksproducten in gespecialiseerde winkels;4726;4726
1460;47260.0;G;4726;;ALCOHOLIC BEVERAGES AND TOBACCO;EXPENSES - GOODS;Detailhandel in tabaksproducten in gespecialiseerde winkels;4726;4726
715;4729.0;G;472;4.0;GROCERIES;EXPENSES - GOODS;Overige detailhandel in voedingsmiddelen in gespecialiseerde winkels;4729;4729
1461;47291.0;G;4729;;GROCERIES;EXPENSES - GOODS;Detailhandel in zuivelproducten en eieren in gespecialiseerde winkels;4729;4729
1462;47299.0;G;4729;;GROCERIES;EXPENSES - GOODS;Overige detailhandel in voedingsmiddelen in gespecialiseerde winkels, n.e.g.;4729;4729
214;473.0;G;47;3.0;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels;473;473
716;4730.0;G;473;4.0;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels;473;4730
1463;47300.0;G;4730;;FUELS AND LUBRICANTS FOR PERSONAL TRANSPORT EQUIPMENT;EXPENSES - GOODS;Detailhandel in motorbrandstoffen in gespecialiseerde winkels;473;4730
215;474.0;G;47;3.0;INFORMATION AND COMMUNICATION EQUIPMENT;INVESTMENTS - GOODS;Detailhandel in ICT-apparatuur in gespecialiseerde winkels;474;474
717;4741.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels;474;4741
1464;47410.0;G;4741;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels;474;4741
718;4742.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in telecommunicatieapparatuur in gespecialiseerde winkels;474;4742
1465;47420.0;G;4742;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in telecommunicatieapparatuur in gespecialiseerde winkels;474;4742
719;4743.0;G;474;4.0;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in audio- en videoapparatuur in gespecialiseerde winkels;474;4743
1466;47430.0;G;4743;;INFORMATION AND COMMUNICATION EQUIPMENT;EXPENSES - GOODS;Detailhandel in audio- en videoapparatuur in gespecialiseerde winkels;474;4743
720;4751.0;G;475;4.0;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in textiel in gespecialiseerde winkels;4751;4751
1467;47511.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in kledingstoffen in gespecialiseerde winkels;4751;4751
1468;47512.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in huishoudtextiel en beddengoed in gespecialiseerde winkels;4751;4751
1469;47513.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in breigarens, handwerken en fournituren in gespecialiseerde winkels;4751;4751
1470;47519.0;G;4751;;HOUSEHOLD TEXTILES, TABLEWARE, AND SMALL APPLIANCES;EXPENSES - GOODS;Detailhandel in overig textiel in gespecialiseerde winkels;4751;4751
721;4752.0;G;475;4.0;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Detailhandel in ijzerwaren, verf en glas in gespecialiseerde winkels;4752;4752
1471;47521.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment;47521;47521
1472;47522.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in houten bouw- en tuinmaterialen in gespecialiseerde winkels;47522;47522
1473;47523.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in wand- en vloertegels in gespecialiseerde winkels;47523;47523
1474;47524.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in parket-, laminaat- en kurkvloeren in gespecialiseerde winkels;47524;47524
1475;47525.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in ijzerwaren en gereedschappen in gespecialiseerde winkels;47525;47525
1476;47526.0;G;4752;5.0;SECURITY EQUIPMENT AND MATERIALS FOR THE MAINTENANCE AND REPAIR OF THE DWELLING;EXPENSES - GOODS;Detailhandel in verf en verfwaren in gespecialiseerde winkels;47526;47526
1477;47527.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in sanitaire artikelen en sanitair installatiemateriaal in gespecialiseerde winkels;47527;47527
1478;47529.0;G;4752;5.0;MIXED RETAIL - BUILDING MATERIALS;EXPENSES - GOODS;Detailhandel in overige bouwmaterialen in gespecialiseerde winkels;47529;47529
722;4753.0;G;475;4.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in tapijten en andere vloerbedekking en wandbekleding in gespecialiseerde winkels;4753;4753
1479;47530.0;G;4753;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in tapijten en andere vloerbedekking en wandbekleding in gespecialiseerde winkels;4753;4753
723;4754.0;G;475;4.0;HOUSEHOLD APPLIANCES;EXPENSES - GOODS;Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels;4754;4754
1480;47540.0;G;4754;;HOUSEHOLD APPLIANCES;EXPENSES - GOODS;Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels;4754;4754
724;4759.0;G;475;4.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in meubelen, verlichtingsbenodigdheden en andere huishoudelijke artikelen in gespecialiseerde winkels;4759;4759
1481;47591.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in huismeubilair in gespecialiseerde winkels;4759;4759
1482;47592.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in verlichtingsartikelen in gespecialiseerde winkels;4759;4759
1483;47593.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen in gespecialiseerde winkels;4759;4759
1484;47594.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in muziekinstrumenten in gespecialiseerde winkels;4759;4759
1485;47599.0;G;4759;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;EXPENSES - GOODS;Detailhandel in andere huishoudelijke artikelen in gespecialiseerde winkels, n.e.g.;4759;4759
216;476.0;G;47;3.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in cultuur- en recreatieartikelen in gespecialiseerde winkels;476;476
725;4761.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in boeken in gespecialiseerde winkels;476;4761
1486;47610.0;G;4761;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in boeken in gespecialiseerde winkels;476;4761
726;4762.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in kranten en kantoorbehoeften in gespecialiseerde winkels;476;4762
1487;47620.0;G;4762;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in kranten en kantoorbehoeften in gespecialiseerde winkels;476;4762
727;4763.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in audio- en video-opnamen in gespecialiseerde winkels;476;4763
1488;47630.0;G;4763;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in audio- en video-opnamen in gespecialiseerde winkels;476;4763
728;4764.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in sportartikelen in gespecialiseerde winkels;476;4764
1489;47640.0;G;4764;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in sport- en kampeerartikelen in gespecialiseerde winkels;476;4764
729;4765.0;G;476;4.0;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in spellen en speelgoed in gespecialiseerde winkels;476;4765
1490;47650.0;G;4765;;OTHER CULTURAL AND RECREATIONAL GOODS;EXPENSES - GOODS;Detailhandel in spellen en speelgoed in gespecialiseerde winkels;476;4765
730;4771.0;G;477;4.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in kleding in gespecialiseerde winkels;4771;4771
1491;47711.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in damesbovenkleding in gespecialiseerde winkels;4771;4771
1492;47712.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in herenbovenkleding in gespecialiseerde winkels;4771;4771
1493;47713.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in baby- en kinderbovenkleding in gespecialiseerde winkels;4771;4771
1494;47714.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in onderkleding, lingerie en strand- en badkleding in gespecialiseerde winkels;4771;4771
1495;47715.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in kledingaccessoires in gespecialiseerde winkels;4771;4771
1496;47716.0;G;4771;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment);4771;4771
731;4772.0;G;477;4.0;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in schoeisel en lederwaren in gespecialiseerde winkels;4772;4772
1497;47721.0;G;4772;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in schoeisel in gespecialiseerde winkels;4772;4772
1498;47722.0;G;4772;;CLOTHING AND FOOTWEAR;EXPENSES - GOODS;Detailhandel in lederwaren en reisartikelen in gespecialiseerde winkels;4772;4772
732;4773.0;G;477;4.0;MEDICINES AND HEALTH PRODUCTS;EXPENSES - GOODS;Apothekers in gespecialiseerde winkels;4773;4773
1499;47730.0;G;4773;;MEDICINES AND HEALTH PRODUCTS;EXPENSES - GOODS;Apotheken;4773;4773
733;4774.0;G;477;4.0;ASSISTIVE PRODUCTS;EXPENSES - GOODS;Detailhandel in medische en orthopedische artikelen in gespecialiseerde winkels;4774;4774
1500;47740.0;G;4774;;ASSISTIVE PRODUCTS;EXPENSES - GOODS;Detailhandel in medische en orthopedische artikelen in gespecialiseerde winkels;4774;4774
734;4775.0;G;477;4.0;PERSONAL CARE PRODUCTS;EXPENSES - GOODS;Detailhandel in cosmetica en toiletartikelen in gespecialiseerde winkels;4775;4775
1501;47750.0;G;4775;;PERSONAL CARE PRODUCTS;EXPENSES - GOODS;Detailhandel in cosmetica en toiletartikelen in gespecialiseerde winkels;4775;4775
735;4776.0;G;477;4.0;GARDEN PRODUCTS AND PETS;EXPENSES - GOODS;Detailhandel in bloemen, planten, zaden, kunstmeststoffen, huisdieren en voedsel voor huisdieren in gespecialiseerde winkels;4776;4776
1502;47761.0;G;4776;;GARDEN PRODUCTS AND PETS;EXPENSES - GOODS;Detailhandel in bloemen, planten, zaden en kunstmeststoffen in gespecialiseerde winkels;4776;4776
